"Table 379-0030 Gross domestic product (GDP) at basic prices, by North American Industry Classification System (NAICS), provinces and territories, annual (dollars x 1,000,000)(1,2,60,63,64)",,,,,,,
Survey or program details:,,,,,,,
Gross Domestic Product by Industry - Provincial and Territorial (Annual) - 1303,,,,,,,
Geography,Value,North American Industry Classification System (NAICS),2013,2014,2015,2016,2017
Nunavut,Chained (2007) dollars,Non-depository credit intermediation [5222],2.9,2.9,3,3.3,3.8
Nunavut,Chained (2007) dollars,Activities related to credit intermediation [5223],0.6,0,0,0,0
Nunavut,Chained (2007) dollars,Insurance carriers and related activities [524],8.3,8.4,8.1,8.2,8.5
Nunavut,Chained (2007) dollars,"Financial investment services, funds and other financial vehicles [52A]  (39)",5.4,5.1,5.2,4.8,5.7
Nunavut,Chained (2007) dollars,Real estate [531],208,205.6,213.2,217.3,217.6
Nunavut,Chained (2007) dollars,Rental and leasing services [532],4.6,3.2,3,3.2,3.5
Nunavut,Chained (2007) dollars,Lessors of non-financial intangible assets (except copyrighted works) [533],0,0,0,0,0
Nunavut,Chained (2007) dollars,"Legal, accounting and related services [541A]  (44)",7.3,6.7,5.8,6.1,6.2
Nunavut,Chained (2007) dollars,"Architectural, engineering and related services [5413]",6.6,7.8,4.1,4.4,5
Nunavut,Chained (2007) dollars,"Other professional, scientific and technical services including scientific research and development [541B]  (45)",9.3,9.3,10,9.8,9.8
Nunavut,Chained (2007) dollars,Computer systems design and related services [5415],1.1,1.3,1,0.4,0.4
Nunavut,Chained (2007) dollars,"Advertising, public relations, and related services [5418]",0,0,0,0,0
Nunavut,Chained (2007) dollars,Administrative and support services [561],36.1,33.1,33.5,33.8,33
Nunavut,Chained (2007) dollars,Waste management and remediation services [562],10.5,10.9,10.1,10.8,10.6
Nunavut,Chained (2007) dollars,Universities [6113],0,0,0,0,0
Nunavut,Chained (2007) dollars,Educational services (except universities) [611B]  (47),153.3,156.6,159.9,159.2,161.6
Nunavut,Chained (2007) dollars,Health care [62X]  (49),84.3,85.8,86.5,89.5,91.3
Nunavut,Chained (2007) dollars,Social assistance [624],27.7,28.6,28.6,30.5,31.6
Nunavut,Chained (2007) dollars,"Performing arts, spectator sports and related industries, and heritage institutions [71A]  (51)",0.1,0.1,0.1,0.1,0.1
Nunavut,Chained (2007) dollars,"Amusement, gambling and recreation industries [713]",2,0.9,0.8,0.8,0.8
Nunavut,Chained (2007) dollars,Accommodation services [721],17.3,15.8,17.6,17.6,17.6
Nunavut,Chained (2007) dollars,Food services and drinking places [722],9.1,7.9,8.2,8.2,8.3
Nunavut,Chained (2007) dollars,Repair and maintenance [811],1.8,1.8,2.2,1.9,2
Nunavut,Chained (2007) dollars,Personal services and private households [81A]  (55),2.5,2.4,2.4,2.4,2.4
Nunavut,Chained (2007) dollars,"Religious, grant-making, civic, and professional and similar organizations [813]",18.3,18.3,18.3,18.2,17.6
Nunavut,Chained (2007) dollars,Federal government public administration [911],72.5,75.8,75.8,76.1,77.7
Nunavut,Chained (2007) dollars,Provincial and territorial public administration [912],216,223,230.6,239.5,245.4
Nunavut,Chained (2007) dollars,"Local, municipal, regional and aboriginal public administration [91A]  (59)",87.1,85.5,91.1,91.2,92.4
Footnotes:,,,,,,,
1,"For the gross domestic product (GDP) by industry refer to CANSIM table 379-0031 for Canada in chained dollars, table 379-0029 for Canada in current dollars, table 379-0028 for provinces and territories in percentage share.",,,,,,
2,"For the chained dollars, the aggregates are not equal to the sum of their components.",,,,,,
10,"Aggregate T014 combines the North American Industry Classification System (NAICS) code 334, excluding 3345.",,,,,,
11,"Aggregate T015 combines the North American Industry Classification System (NAICS) codes 4173, 5112, 517, 518, 5415, 8112.",,,,,,
13,"Aggregate 11A combines the North American Industry Classification System (NAICS) codes 111, 112.",,,,,,
19,"Aggregate 221A combines the North American Industry Classification System (NAICS) codes 2212, 2213.",,,,,,
20,Industries in sector 23 are special hybrids that correspond to sections of the North American Industry Classification System (NAICS) code 23.,,,,,,
23,"Industry 31A combines the North American Industry Classification System (NAICS) codes 313, 314.",,,,,,
24,"Industry 31B combines the North American Industry Classification System (NAICS) codes 315, 316.",,,,,,
31,"Aggregate 48Z combines the North American Industry Classification System (NAICS) codes 485, 487.",,,,,,
34,"Aggregate 49A combines the North American Industry Classification System (NAICS) codes 491, 492.",,,,,,
37,"Aggregate 52B combines the North American Industry Classification System (NAICS) codes 521, 5221.",,,,,,
39,"Industry 52A combines the North American Industry Classification System (NAICS) codes 523, 526.",,,,,,
44,"Aggregate 541A combines the North American Industry Classification System (NAICS) codes 5411, 5412.",,,,,,
45,"Aggregate 541B combines the North American Industry Classification System (NAICS) codes 5414, 5416, 5417, 5419.",,,,,,
47,"Aggregate 611B combines the North American Industry Classification System (NAICS) code 61, excluding 6113.",,,,,,
49,"Aggregate 62X combines the North American Industry Classification System (NAICS) code 62, excluding 624.",,,,,,
51,"Industry 71A combines the North American Industry Classification System (NAICS) codes 711, 712.",,,,,,
55,"Aggregate 81A combines the North American Industry Classification System (NAICS) codes 812, 814.",,,,,,
59,"Aggregate 91A combines the North American Industry Classification System (NAICS) codes 913, 914.",,,,,,
60,"On June 22, 2015, provincial and territorial values for special aggregates (tabulations T002 through T016) were corrected for 2014 and subsequently revised in November, 2015 as part of the annual revision.",,,,,,
63,"The November 10, 2015 release incorporates comprehensive revisions to the provincial-territorial estimates of gross domestic product by industry for reference years 2007 to 2014. For more information on the source of these changes, consult the information found at Latest Developments in the Canadian Economic Accounts in the system of macroeconomic accounts module at http://www.statcan.gc.ca/pub/13-605-x/2015003/article/14153-eng.htm.",,,,,,
64,"As part of the 2015 comprehensive revision of the Canadian System of Macroeconomic Accounts (CSMA), the provincial-territorial Gross Domestic Product (GDP) by industry data in chained (2007) dollars for the period 1997 to 2006 have been released on December 15, 2015. The data for the period 1997 to 2006 have been aligned with those published on November 10, 2015 for the period 2007 to 2014. In addition, the chained (2007) dollars for the provincial and territorial GDP for the following three aggregates were revised for the period 2007-2014 vis-à-vis those released on November 10, 2015: information and communication technology-total, information and communication technology-manufacturing, and information and communication technology-services. The growth rates for these three series for the 2008-2014 period were unaffected.",,,,,,
66,A statistical break was introduced for industry 5121A estimates in reference year 2014 resulting from refinements to the provincial allocation process. Users are advised to use caution when examining growth rates.,,,,,,
Source:,,,,,,,
"Statistics Canada. Table 379-0030 - Gross domestic product (GDP) at basic prices, by North American Industry Classification System (NAICS), provinces and territories, annual (dollars)",,,,,,,
"(accessed: May 02, 2018)",,,,,,,
